http://dbpedia.org/resource/Category:Digital_signal_processing;http://dbpedia.org/resource/Bilinear_transform;http://en.wikipedia.org/wiki/Bilinear_transform
http://dbpedia.org/resource/Category:Digital_signal_processing;http://dbpedia.org/resource/Spectral_leakage;http://en.wikipedia.org/wiki/Spectral_leakage
http://dbpedia.org/resource/Category:Recursion;http://dbpedia.org/resource/Transfinite_induction;http://en.wikipedia.org/wiki/Transfinite_induction
http://dbpedia.org/resource/Category:Data_mining;http://dbpedia.org/resource/Document_classification;http://en.wikipedia.org/wiki/Document_classification
http://dbpedia.org/resource/Category:Error_detection_and_correction;http://dbpedia.org/resource/Echo_(computing);http://en.wikipedia.org/wiki/Echo_(computing)
http://dbpedia.org/resource/Category:Scheduling_algorithms;http://dbpedia.org/resource/Heterogeneous_Earliest_Finish_Time;http://en.wikipedia.org/wiki/Heterogeneous_Earliest_Finish_Time
http://dbpedia.org/resource/Category:Digital_signal_processing;http://dbpedia.org/resource/Logarithmic_number_system;http://en.wikipedia.org/wiki/Logarithmic_number_system
http://dbpedia.org/resource/Category:Bioinformatics_algorithms;http://dbpedia.org/resource/Quartet_distance;http://en.wikipedia.org/wiki/Quartet_distance
http://dbpedia.org/resource/Category:Sorting_algorithms;http://dbpedia.org/resource/UnShuffle_sort;http://en.wikipedia.org/wiki/UnShuffle_sort
http://dbpedia.org/resource/Category:Data_mining;http://dbpedia.org/resource/Uncertain_data;http://en.wikipedia.org/wiki/Uncertain_data
http://dbpedia.org/resource/Category:Root-finding_algorithms;http://dbpedia.org/resource/Inverse_quadratic_interpolation;http://en.wikipedia.org/wiki/Inverse_quadratic_interpolation
http://dbpedia.org/resource/Category:Data_clustering_algorithms;http://dbpedia.org/resource/Cobweb_(clustering);http://en.wikipedia.org/wiki/Cobweb_(clustering)
http://dbpedia.org/resource/Category:Scheduling_algorithms;http://dbpedia.org/resource/Maximum_throughput_scheduling;http://en.wikipedia.org/wiki/Maximum_throughput_scheduling
http://dbpedia.org/resource/Category:Geometric_algorithms;http://dbpedia.org/resource/Prune_and_search;http://en.wikipedia.org/wiki/Prune_and_search
http://dbpedia.org/resource/Category:Algorithms_on_strings;http://dbpedia.org/resource/String_generation;http://en.wikipedia.org/wiki/String_generation
http://dbpedia.org/resource/Category:Geometric_algorithms;http://dbpedia.org/resource/Visibility_polygon;http://en.wikipedia.org/wiki/Visibility_polygon
http://dbpedia.org/resource/Category:Recursion;http://dbpedia.org/resource/Walther_recursion;http://en.wikipedia.org/wiki/Walther_recursion
http://dbpedia.org/resource/Category:Machine_learning_algorithms;http://dbpedia.org/resource/Weighted_Majority_Algorithm;http://en.wikipedia.org/wiki/Weighted_Majority_Algorithm
http://dbpedia.org/resource/Category:Digital_signal_processing;http://dbpedia.org/resource/Bartlett's_method;http://en.wikipedia.org/wiki/Bartlett's_method
http://dbpedia.org/resource/Category:Geometric_algorithms;http://dbpedia.org/resource/Hierarchical_RBF;http://en.wikipedia.org/wiki/Hierarchical_RBF
http://dbpedia.org/resource/Category:Geometric_algorithms;http://dbpedia.org/resource/Surface-to-surface_intersection_problem;http://en.wikipedia.org/wiki/Surface-to-surface_intersection_problem
http://dbpedia.org/resource/Category:Machine_learning_algorithms;http://dbpedia.org/resource/Minimum_redundancy_feature_selection;http://en.wikipedia.org/wiki/Minimum_redundancy_feature_selection
http://dbpedia.org/resource/Category:Geometric_algorithms;http://dbpedia.org/resource/Point_on_plane_closest_to_origin;http://en.wikipedia.org/wiki/Point_on_plane_closest_to_origin
http://dbpedia.org/resource/Category:Optimization_algorithms_and_methods;http://dbpedia.org/resource/Special_ordered_set;http://en.wikipedia.org/wiki/Special_ordered_set
http://dbpedia.org/resource/Category:Geometric_algorithms;http://dbpedia.org/resource/Euclidean_shortest_path;http://en.wikipedia.org/wiki/Euclidean_shortest_path
http://dbpedia.org/resource/Category:Data_mining;http://dbpedia.org/resource/Software_mining;http://en.wikipedia.org/wiki/Software_mining
http://dbpedia.org/resource/Category:Digital_signal_processing;http://dbpedia.org/resource/Digital_delay_line;http://en.wikipedia.org/wiki/Digital_delay_line
http://dbpedia.org/resource/Category:Optimization_algorithms_and_methods;http://dbpedia.org/resource/Job_shop_scheduling;http://en.wikipedia.org/wiki/Job_shop_scheduling
http://dbpedia.org/resource/Category:Geometric_algorithms;http://dbpedia.org/resource/Rotating_calipers;http://en.wikipedia.org/wiki/Rotating_calipers
http://dbpedia.org/resource/Category:Geometric_algorithms;http://dbpedia.org/resource/Delaunay_tessellation_field_estimator;http://en.wikipedia.org/wiki/Delaunay_tessellation_field_estimator
http://dbpedia.org/resource/Category:Scheduling_algorithms;http://dbpedia.org/resource/Earliest_deadline_first_scheduling;http://en.wikipedia.org/wiki/Earliest_deadline_first_scheduling
