http://dbpedia.org/resource/Category:Optimization_algorithms_and_methods;http://dbpedia.org/resource/DATADVANCE;http://en.wikipedia.org/wiki/DATADVANCE
http://dbpedia.org/resource/Category:Numerical_analysis;http://dbpedia.org/resource/ND4S;http://en.wikipedia.org/wiki/ND4S
http://dbpedia.org/resource/Category:Signal_processing;http://dbpedia.org/resource/Analytic_signal;http://en.wikipedia.org/wiki/Analytic_signal
http://dbpedia.org/resource/Category:Root-finding_algorithms;http://dbpedia.org/resource/Bisection_method;http://en.wikipedia.org/wiki/Bisection_method
http://dbpedia.org/resource/Category:Numerical_analysis;http://dbpedia.org/resource/Blossom_(functional);http://en.wikipedia.org/wiki/Blossom_(functional)
http://dbpedia.org/resource/Category:Sorting_algorithms;http://dbpedia.org/resource/Comparison_sort;http://en.wikipedia.org/wiki/Comparison_sort
http://dbpedia.org/resource/Category:Numerical_analysis;http://dbpedia.org/resource/Complementarity_theory;http://en.wikipedia.org/wiki/Complementarity_theory
http://dbpedia.org/resource/Category:Signal_processing;http://dbpedia.org/resource/Constant_fraction_discriminator;http://en.wikipedia.org/wiki/Constant_fraction_discriminator
http://dbpedia.org/resource/Category:Search_algorithms;http://dbpedia.org/resource/Depth-first_search;http://en.wikipedia.org/wiki/Depth-first_search
http://dbpedia.org/resource/Category:Optimization_algorithms_and_methods;http://dbpedia.org/resource/Dynamic_programming;http://en.wikipedia.org/wiki/Dynamic_programming
http://dbpedia.org/resource/Category:Signal_processing;http://dbpedia.org/resource/Ergodic_process;http://en.wikipedia.org/wiki/Ergodic_process
http://dbpedia.org/resource/Category:Optimization_algorithms_and_methods;http://dbpedia.org/resource/Firefly_algorithm;http://en.wikipedia.org/wiki/Firefly_algorithm
http://dbpedia.org/resource/Category:Signal_processing;http://dbpedia.org/resource/Frequency_response;http://en.wikipedia.org/wiki/Frequency_response
http://dbpedia.org/resource/Category:Sorting_algorithms;http://dbpedia.org/resource/Gnome_sort;http://en.wikipedia.org/wiki/Gnome_sort
http://dbpedia.org/resource/Category:Optimization_algorithms_and_methods;http://dbpedia.org/resource/Interior_point_method;http://en.wikipedia.org/wiki/Interior_point_method
http://dbpedia.org/resource/Category:Signal_processing;http://dbpedia.org/resource/Itakura–Saito_distance;http://en.wikipedia.org/wiki/Itakura–Saito_distance
http://dbpedia.org/resource/Category:Signal_processing;http://dbpedia.org/resource/Log-spectral_distance;http://en.wikipedia.org/wiki/Log-spectral_distance
http://dbpedia.org/resource/Category:Signal_processing;http://dbpedia.org/resource/Pulse_(signal_processing);http://en.wikipedia.org/wiki/Pulse_(signal_processing)
http://dbpedia.org/resource/Category:Search_algorithms;http://dbpedia.org/resource/Query_expansion;http://en.wikipedia.org/wiki/Query_expansion
http://dbpedia.org/resource/Category:Search_algorithms;http://dbpedia.org/resource/Rainbow_table;http://en.wikipedia.org/wiki/Rainbow_table
http://dbpedia.org/resource/Category:Numerical_analysis;http://dbpedia.org/resource/Residual_(numerical_analysis);http://en.wikipedia.org/wiki/Residual_(numerical_analysis)
http://dbpedia.org/resource/Category:Sorting_algorithms;http://dbpedia.org/resource/Schwartzian_transform;http://en.wikipedia.org/wiki/Schwartzian_transform
http://dbpedia.org/resource/Category:Signal_processing;http://dbpedia.org/resource/Signal-flow_graph;http://en.wikipedia.org/wiki/Signal-flow_graph
http://dbpedia.org/resource/Category:Pseudorandom_number_generators;http://dbpedia.org/resource/Solitaire_(cipher);http://en.wikipedia.org/wiki/Solitaire_(cipher)
http://dbpedia.org/resource/Category:Signal_processing;http://dbpedia.org/resource/Spark_(mathematics);http://en.wikipedia.org/wiki/Spark_(mathematics)
